Monthly_Income,Credit_History,Monthly_Repayment,Employment,Repay_Loan
4133.659167,0.48,1525.123333,Employed,1
4516.868333,0.92,3030.616667,Employed,1
3154.6625,0.07,1513.915833,Employed,1
4696.743333,0.28,1650.171667,Employed,1
3574.3675,0.35,1264.738333,Employed,1
4148.601667,0.78,2582.485833,Self-Employed,1
4849.521667,0.99,3299.864167,Employed,1
4174.694167,0.24,2042.1775,Employed,1
3621.184167,0.87,1735.644167,Self-Employed,1
4029.654167,0.83,1697.319167,Employed,1
4056.213333,0.22,0,Employed,1
3704.1525,0.4,2287.625833,Employed,1
3843.171667,0.41,1778.471667,Employed,1
6164.975833,0.98,2023.618333,Employed,1
4867.815833,0.18,1073.781667,Employed,1
3797.316667,0.8,1346.285833,Unemployed,1
5037.86,0.33,1324.145833,Self-Employed,1
3749.3925,0.73,2518.019167,Employed,1
5633.0725,0.42,1351.033333,Employed,1
4628.719167,0.58,3402.216667,Employed,0
4032.539167,0.83,2025.718333,Employed,1
4726.3125,0.8,603.5975,Employed,1
2203.071667,0.87,1559.545,Employed,1
2758.2075,0.06,1123.604167,Employed,1
2674.26,0.69,0,Employed,1
4345.345833,0.14,2999.559167,Unemployed,0
6332.31,0.42,2252.619167,Employed,1
6955.791667,0.55,2111.005833,Unemployed,1
4964.230833,0.4,1804.503333,Unemployed,1
4792.7225,0.52,514.985,Employed,1
1915.344167,1,1263.6525,Self-Employed,1
3488.324167,0.14,2368.150833,Employed,0
3181.936667,0.68,790.65,Employed,1
3390.6075,0.4,0,Employed,1
3956.486667,0.13,1477.411667,Employed,1
3576.553333,0.16,1548.535,Employed,1
1692.541667,0.95,1779.635833,Employed,1
5101.554167,0.88,2273.765833,Employed,1
2825.7375,0.91,2198.005,Employed,1
4465.725,0.99,1882.308333,Employed,1
6759.27,0.21,2662.9425,Employed,1
3017.435833,0.36,400.8583333,Employed,1
1666.666667,0.67,2087.151667,Employed,1
3809.161667,0.48,2188.781667,Employed,0
5542.865833,0.42,633.6983333,Employed,1
6614.600833,0.36,414.2741667,Self-Employed,1
2629.73,0.59,1045.048333,Employed,1
4787.540833,0.58,1115.3825,Employed,1
3585.028333,0.16,2294.515833,Employed,0
4034.230833,0.47,1154.550833,Self-Employed,1
7472.095833,0.55,953.0425,Employed,1
2287.954167,0.57,1156.971667,Employed,1
4483.840833,0.21,2598.86,Employed,1
4751.283333,0.74,1677.535833,Employed,1
5523.899167,0.03,1517.290833,Employed,1
4289.145833,0.35,1574.995833,Employed,1
4551.73,0.78,2743.383333,Unemployed,0
3677.105833,0.56,1042.356667,Employed,1
4503.075,0.26,2762.923333,Employed,1
3737.676667,0.69,1842.08,Self-Employed,1
4943.631667,0.57,1532.984167,Employed,1
3704.653333,0.8,3750.75,Self-Employed,0
4638.0425,0.74,786.9675,Employed,1
4130.088333,0.61,1371.928333,Self-Employed,1
5574.229167,0.49,639.6408333,Employed,1
4102.424167,0.13,2460.385,Self-Employed,0
1950.375833,0.26,3074.324167,Self-Employed,0
5744.068333,0.42,3058.269167,Employed,1
3034.501667,0.6,2686.624167,Employed,1
3349.458333,0.51,1501.983333,Employed,1
3422.09,0.29,1362.299167,Unemployed,0
5884.714167,0.01,274.025,Employed,1
1666.666667,0.5,3363.228333,Employed,0
8088.8525,0.29,2057.481667,Employed,1
5486.7375,0.73,1256.7025,Employed,1
4445.715,0.02,2773.380833,Employed,0
4098.049167,0.58,856.0291667,Unemployed,1
4523.609167,0.94,2005.518333,Employed,1
4818.07,0.17,1522.809167,Self-Employed,1
4973.185833,0.47,2198.8975,Employed,1
4861.1725,0.09,1613.688333,Employed,1
4278.6425,0.63,457.56,Employed,1
3919.993333,0.55,1729.646667,Employed,0
3977.575,0.41,2540.72,Unemployed,0
3923.031667,0.52,1642.32,Self-Employed,1
5583.879167,0.9,2312.595833,Employed,1
4908.6125,0.2,795.3925,Employed,1
1666.666667,0.02,1644.7825,Employed,1
4986.5425,0.86,1146.241667,Unemployed,1
4410.086667,0.58,2289.150833,Self-Employed,1
4143.280833,0.89,1692.91,Self-Employed,1
3681.018333,0.6,2241.728333,Employed,1
5571.8075,0.81,2573.091667,Employed,1
5351.075,0.43,2243.015833,Employed,1
3200.569167,0.75,1894.265,Employed,1
4675.481667,0.91,834.8233333,Employed,1
2952.095833,0.57,1664.345,Employed,1
2442.144167,0.18,1222.425,Employed,1
3383.27,0.27,1379.946667,Self-Employed,1
5244.658333,0.2,1354.555,Self-Employed,1
5358.073333,0.25,850.0616667,Employed,1
4808.023333,0.31,35.55083333,Employed,1
5073.036667,0.56,1109.880833,Employed,1
4811.889167,0.59,1827.815833,Self-Employed,1
3364.815,0.43,543.1858333,Self-Employed,1
4706.57,0.62,1679.735,Self-Employed,1
5167.178333,0.08,3250.223333,Self-Employed,0
5109.530833,0.09,2519.214167,Employed,0
5652.808333,0.17,3036.285,Employed,0
5052.046667,0.52,1992.606667,Employed,1
4605.976667,0.21,2639.591667,Employed,1
5504.354167,0.28,1063.3625,Self-Employed,1
4133.515,0.4,1129.716667,Employed,1
3064.323333,0.81,0,Employed,1
3962.833333,0.01,2655.120833,Employed,1
3235.538333,0.65,2950.27,Unemployed,0
4717.254024,0.996987005,1991.55284,Self-Employed,0
5004.474356,0.077579541,3376.920377,Self-Employed,0
3959.62743,0.41011386,2162.105981,Unemployed,0
1989.628353,0.245085225,2727.268623,Employed,0
2697.633903,0.170044529,2928.50304,Self-Employed,0
3970.40131,0.63495076,2817.785513,Unemployed,0
4729.949133,0.972297119,1878.606208,Self-Employed,0
2456.922273,0.087833429,2740.29089,Employed,0
1827.161193,0.218969908,1693.960033,Self-Employed,0
3320.61751,0.441660868,2506.359322,Unemployed,0
2469.469654,0.076494925,1685.260691,Employed,0
2722.668558,0.777848646,3582.429613,Unemployed,0
3434.306832,0.572167204,2771.734504,Self-Employed,0
3221.208131,0.268532893,3144.590519,Employed,0
4182.278458,0.134837563,2898.743249,Unemployed,0
3471.774544,0.907943391,3138.229673,Employed,0
2754.042668,0.049195018,1989.151392,Self-Employed,0
2587.856114,0.291718243,2767.073751,Employed,0
2005.860393,0.608575991,2815.142423,Employed,0
4203.667243,0.181716344,3952.044122,Employed,0
1604.449309,0.562588911,1861.241379,Self-Employed,0
4291.696609,0.048168407,1873.861395,Self-Employed,0
5041.516588,0.563097165,2188.941872,Employed,0
4828.723983,0.171144093,1750.083909,Unemployed,0
5365.986768,0.077182372,3177.635158,Self-Employed,0
2223.185644,0.417132537,2097.232718,Self-Employed,0
3352.851368,0.210189229,2081.386862,Self-Employed,0
2578.367051,0.266230626,4431.479,Employed,0
2026.570653,0.049395456,3071.702958,Employed,0
3438.955473,0.966720259,3047.82252,Employed,0
3474.973309,0.614600265,2654.876731,Self-Employed,0
1744.376146,0.592542054,3287.649653,Self-Employed,0
4211.825073,0.682561407,2778.450164,Unemployed,0
2884.355146,0.09305231,2380.24936,Employed,0
3241.536869,0.677557962,3002.523155,Unemployed,0
2870.021048,0.072018712,3367.375308,Employed,0
4494.448134,0.04795842,3733.243617,Employed,0
1699.270477,0.440202215,819.8727758,Unemployed,0
1887.853313,0.257719734,3203.809028,Self-Employed,0
3893.386912,0.509515362,3240.173714,Employed,0
5121.94515,0.507326348,3139.567516,Unemployed,0
4243.684375,0.133125338,2535.767112,Self-Employed,0
4625.925468,0.213568837,1956.799506,Unemployed,0
3935.445979,0.21576243,3483.314815,Employed,0
1790.218047,0.720204812,1142.560334,Self-Employed,0
4722.390529,0.040528028,3149.374623,Employed,0
1795.06707,0.691071168,1729.44261,Employed,0
2610.318553,0.730019564,3551.640263,Self-Employed,0
2514.869672,0.177717437,1787.151879,Employed,0
3881.267905,0.463334863,2108.865305,Employed,0
2507.22874,0.150159772,2408.329969,Employed,0
4487.505593,0.468466061,2215.668071,Self-Employed,0
2387.290488,0.143805726,2727.104991,Employed,0
1645.53166,0.267343364,2055.596463,Employed,0
5949.935773,0.912154239,4103.129485,Unemployed,0
4083.864428,0.409146595,2465.152956,Unemployed,0
4949.488392,0.079688502,3278.468546,Self-Employed,0
1907.053833,0.22047172,1774.468163,Self-Employed,0
2040.637806,0,707.349025,Self-Employed,0
2227.136371,0.421958255,2063.102686,Self-Employed,0
2018.083834,0.970203881,2653.402985,Employed,0
3387.918968,0.491298946,3593.089678,Employed,0
2571.975548,0.41730283,2166.782794,Self-Employed,0
4144.5587,0.507770146,3181.213454,Employed,0
2691.403523,0.126571248,1741.939722,Employed,0
2017.544833,0,730.2215878,Self-Employed,0
4988.444254,0.181717705,1721.06836,Unemployed,0
1661.911619,0.293319036,2657.394006,Employed,0
3868.817729,0.469162765,2195.481959,Unemployed,0
4522.167464,0.342813954,1835.386799,Unemployed,0
4207.6238,0.072164142,2283.296237,Unemployed,0
1648.66985,0.425961637,2780.777803,Employed,0
3283.138192,0.009996246,3143.184521,Employed,0
4830.600468,0.278700676,2529.428715,Self-Employed,0
1607.214253,0.799953607,1824.397234,Self-Employed,0
3170.629826,0.203898963,3120.893236,Employed,0
1743.31428,0.755880944,1081.051233,Self-Employed,0
1613.517263,0.277680655,2579.020353,Unemployed,0
3735.661484,0.156324333,2352.211953,Employed,0
3728.154053,0.709697616,4236.832411,Employed,0
1809.895278,0.28310632,2550.566066,Employed,0
3088.954757,0.347588875,2061.848309,Self-Employed,0
1715.305099,0.597251047,3440.124467,Self-Employed,0
2358.132104,0.219166225,2346.196916,Employed,0
4602.581586,0.020499761,2841.487846,Employed,0
4821.179184,0.299542923,1885.615459,Unemployed,0
3056.469204,0.935957257,2794.997238,Employed,0
3786.849973,0.067075487,2337.364771,Employed,0
3853.115876,0.254339129,1898.208528,Employed,0
3845.286667,0.511595386,2206.744173,Employed,0
3041.735761,0.009552184,1548.443597,Employed,0
2262.958083,1.012254422,2009.408904,Employed,0
4472.509411,0.2190553,1802.276498,Unemployed,0
4178.876441,0.255405025,2409.854921,Employed,0
2704.969635,0.171866137,1910.623008,Employed,0
3335.58351,0.58912893,2847.763629,Self-Employed,0
4418.635923,0.56524964,3357.098748,Employed,0
3666.070223,0.622924025,2469.730978,Employed,0
4524.17453,0.493041256,2321.509732,Self-Employed,0
3813.635903,0.099092932,2499.88188,Employed,0
3453.415092,0.049731886,3538.834283,Self-Employed,0
4398.880951,0.352753548,1894.040019,Unemployed,0
4921.67221,0.261532,2259.462173,Unemployed,0
4286.586606,0.348297207,2073.660231,Employed,0
1701.045986,0.759505897,1985.912987,Self-Employed,0
3836.864739,0.660087186,4070.107516,Employed,0
2169.316119,0.061059387,1663.919029,Employed,0
1948.553703,0.761156681,2049.763801,Employed,0
4078.643211,0.858224492,3622.359728,Employed,0
2814.524582,0.258689987,1260.416468,Unemployed,0
3771.334214,0.686211283,4107.862815,Employed,0
2360.562355,0.389389325,2093.968952,Self-Employed,0
3502.929131,0.076677668,1279.190288,Unemployed,0
3909.459743,0.352820127,1849.823795,Employed,0
3817.215046,0.020281457,2490.636952,Unemployed,0
4259.230888,0.23483028,2139.748159,Employed,0
3678.602946,0.105941992,2812.980265,Employed,0
5183.111773,0.237228449,1948.139307,Employed,0
2941.547012,0.105505265,1210.995218,Employed,0
3237.401972,0.552364367,1799.697408,Employed,0
2881.37355,0.428275391,1831.579098,Self-Employed,0
4312.819038,0.18230188,3037.239556,Employed,0
4949.960832,0.547616341,2179.812843,Employed,0
2926.444579,0.43530464,2544.083593,Employed,0
3724.301987,0.068720185,2294.328777,Employed,0
2347.282737,0.144464413,2144.818893,Employed,0
3115.006813,0.339507304,2001.391452,Self-Employed,0
2297.813864,0.587660093,2672.84323,Employed,0
2260.731728,0.150273828,2593.592633,Employed,0
3891.669606,0.234651686,2558.659838,Employed,0
3900.721236,0.68536506,4072.951532,Employed,0
2404.407085,0.4323363,2108.465747,Self-Employed,0
3220.963832,0.395758834,3024.621138,Employed,0
2300.648694,0.265851439,2349.280933,Self-Employed,0
3065.618633,0.424986565,3193.225716,Employed,0
3775.36282,0.207422601,2194.312939,Employed,0
3547.409993,0.134489049,2445.189327,Employed,0
3602.404704,0.081132619,2102.341813,Unemployed,0
4708.394407,0.7230747,3291.286353,Unemployed,0
3743.176601,0.187444256,1955.425755,Employed,0
3349.498352,0.406963806,3091.505695,Employed,0
2892.093894,0.597765624,2318.083411,Employed,0
3222.238669,0.00984119,1691.23098,Employed,0
2817.092996,0.806010354,3295.105271,Unemployed,0
4821.585758,0.249669139,2026.076971,Employed,0
4112.292016,0.868111921,3531.781986,Employed,0
3741.295613,0.207884568,2311.470668,Employed,0
4153.631318,0.049786019,3827.47962,Employed,0
1866.666418,0.906784368,2235.280838,Employed,0
1959.461432,0.797627931,2138.613384,Employed,0
4426.798448,0.019714358,2698.090344,Employed,0
1958.560471,0.934628161,2343.641261,Employed,0
2652.782059,0.176156781,1819.001696,Employed,0
1880.218723,0.921480331,2145.695039,Employed,0
1834.466837,0.730194025,1114.322035,Self-Employed,0
2846.835814,0.111351461,1260.133514,Employed,0
1887.013618,0.883745716,2157.846389,Employed,0
1818.92911,0.715247025,1590.931063,Employed,0
2331.443259,0.770012258,2438.979623,Self-Employed,0
4517.621329,0.170065027,1794.895666,Employed,0
2627.597012,0.696030227,3495.232759,Self-Employed,0
1606.461688,0.086909318,2513.211973,Employed,0
3319.283749,0.384430699,3199.049232,Employed,0
3240.116273,0.073438264,2063.833431,Employed,0
2536.018536,0.788303921,2476.074518,Self-Employed,0
4101.458817,0.505295868,3175.001809,Employed,0
3075.152914,0.010158327,1594.901015,Employed,0
4751.780183,0.467021986,2178.420039,Self-Employed,0
5113.265629,0.240986829,1972.362702,Employed,0
3594.267132,0.079225624,2086.572463,Unemployed,0
1954.082752,0.427666984,474.7148163,Unemployed,0
4351.004137,0.010437416,2611.446053,Employed,0
1677.009427,0.118606893,2520.050608,Employed,0
2900.064073,0.383897963,2587.571531,Employed,0
3789.504808,0.098648337,2452.915343,Employed,0
1744.705578,0.16846763,1523.221453,Employed,0
3688.744672,0.078165333,2048.446478,Unemployed,0
1623.021375,0.121965949,2370.983131,Self-Employed,0
3531.581253,0.49724444,2646.775697,Employed,0
3446.528625,0.606009314,1881.864802,Employed,0
2507.735518,0.227867095,2193.99534,Employed,0
3757.892123,0.559260198,1309.476439,Self-Employed,0
2798.908957,0.104782082,1269.895266,Employed,0
3451.520572,0.136588803,2261.896706,Employed,0
3643.350468,0.351429797,1869.335228,Employed,0
1918.114041,0,766.4235007,Self-Employed,0
2041.064343,0.49991093,3086.810498,Employed,0
3586.133018,0.360207469,1974.591228,Employed,0
4406.313131,0.388977461,3133.124076,Unemployed,0
3782.187258,0.237427464,2543.595984,Employed,0
1607.302847,0.245640699,2842.577838,Employed,0
3191.085031,0.010452964,3140.168663,Employed,0
1690.529044,0.523693388,3472.287495,Employed,0
2068.352483,0.138761801,2183.045822,Self-Employed,0
3553.733656,0.511948726,2406.310868,Employed,0
3631.932618,0.796578781,3818.291078,Self-Employed,0
1893.594633,0,714.4500662,Self-Employed,0
3558.502233,0.514460311,2786.551637,Employed,0
2577.491898,0.238935272,2171.0916,Employed,0
3361.501603,0.53562074,2033.673832,Unemployed,0
1728.388374,0.693151217,1739.220146,Employed,0
3748.024938,0.173112076,2258.898623,Self-Employed,0
3479.470915,0.263617222,2442.093609,Unemployed,0
3164.517502,1.024876184,1223.640549,Employed,0
4793.178053,0.228896766,1923.282911,Employed,0
1617.192145,0.416186663,2689.977958,Employed,0
3634.106954,0.205167828,2273.264937,Employed,0
3740.164061,0.526198605,2408.153128,Employed,0
2176.365932,0.478254791,2974.655866,Employed,0
3643.110583,0.514358375,3313.290154,Employed,0
3455.834121,0.602353734,2773.577528,Self-Employed,0
2804.906183,0.777627431,3612.392571,Unemployed,0
2748.690669,0.710473795,3385.794171,Self-Employed,0
5041.061443,0.172915022,2597.973312,Unemployed,0
2655.7577,0.048083127,2002.604346,Self-Employed,0
2957.288016,0.418449585,3442.364688,Employed,0
2185.646309,0.578826934,1532.057417,Employed,0
1833.917015,0.93406369,2292.549878,Employed,0
3588.430354,0.610810719,3357.976128,Self-Employed,0
3718.988159,0.188141973,2233.080713,Self-Employed,0
4196.615284,0.239998648,2484.84677,Employed,0
2490.843947,0.260512506,1994.853746,Employed,0
3601.827773,0.524114364,2253.863274,Employed,0
2654.171058,0.354244739,1344.654234,Self-Employed,0
4475.749717,0.04058886,2327.31668,Employed,0
1741.045704,0.268405366,2500.222515,Unemployed,0
3635.49892,0.50635619,3600.265188,Employed,0
2148.227579,0.78462142,3845.224357,Self-Employed,0
2721.404833,0.052008715,2008.651193,Self-Employed,0
3049.057589,0.434131369,2719.941633,Employed,0
1605.347295,0.562482539,3269.004557,Self-Employed,0
3140.057168,0.418807453,2581.621923,Employed,0
3909.410015,0.228522606,2680.856317,Employed,0
5036.195955,0.283661377,1755.060736,Unemployed,0
2982.928375,0.072685062,2162.061852,Employed,0
2696.426039,0.292022404,2820.692306,Employed,0
4419.886364,0.751220665,3074.364241,Employed,0
2910.671563,0.166893574,1493.678472,Employed,0
3954.636058,0.744397284,2038.496313,Unemployed,0
4772.324453,0.330445043,3062.622013,Self-Employed,0
2567.863093,0.261238901,4108.916455,Employed,0
3994.604713,0.124780807,2456.340444,Self-Employed,0
4378.202398,0.541085504,2975.422076,Unemployed,0
3352.182576,0.114114919,2062.793535,Employed,0
3515.128807,0.63403402,1906.628746,Employed,0
2063.670015,0.514076771,3133.669266,Employed,0
2344.313218,0.889666626,1900.127672,Unemployed,0
4290.889543,0.209270492,1935.409706,Unemployed,0
3491.845869,0.948414015,3245.343072,Employed,0
1585.252324,0.575703505,2035.549202,Self-Employed,0
3540.877593,0.468073896,2448.035417,Employed,0
3077.118226,0.010249771,1647.462708,Employed,0
4676.687203,0.17453034,1794.924179,Employed,0
2741.69082,0.171965516,1427.443972,Employed,0
4190.732243,0.239144861,3507.350569,Employed,0
2040.74573,0.510516946,2038.47551,Employed,0
3629.625508,0.489581582,2364.074928,Employed,0
3864.372428,0.209051317,2209.637366,Employed,0
3343.856,0.995084473,1273.360032,Employed,0
2477.230102,0.582672263,3547.141253,Employed,0
1646.062863,0.363498077,2865.593753,Employed,0
3749.271359,0.532303555,2281.761773,Employed,0
4569.508627,0.177954784,1797.931438,Unemployed,0
3083.2367,0.439494577,3161.819738,Employed,0
2428.451346,0.149648116,2519.763882,Employed,0
2137.980976,0.622840225,2913.755703,Employed,0
2676.878725,0.047641109,1985.937443,Self-Employed,0
3618.947572,0.305299483,1873.909378,Employed,0
3836.467174,0.227055202,2539.365858,Employed,0
3109.456185,0.376196603,2573.032365,Employed,0
5485.965327,0.125854426,1896.322219,Self-Employed,0
2671.922263,0.700248734,3402.758223,Self-Employed,0
2665.445344,0.010120783,1949.029877,Employed,0
3768.373343,0.120082517,2374.707557,Self-Employed,0
3549.522274,0.066668243,2278.689609,Employed,0
1914.967852,0.142829235,2157.017578,Self-Employed,0
3569.427513,0.019636355,2605.998691,Employed,0
2116.338003,0.24694646,1086.461621,Employed,0
5498.177613,0.175791283,3026.248058,Employed,0
3530.970477,0.62336985,3488.587314,Self-Employed,0
4875.010118,0.047604381,3189.496291,Employed,0
3019.074811,0.068058321,2156.836229,Employed,0
1641.990135,0.257782229,2645.767316,Employed,0
5172.40734,0.574293486,2164.913735,Employed,0
1892.111482,0.422280098,494.3494032,Unemployed,0
2133.449728,0.11510349,2608.581158,Unemployed,0
3772.733367,0.108649622,2619.592927,Employed,0
4615.315628,0.237606619,2175.465079,Employed,0
3461.22121,0.100251904,2384.167743,Self-Employed,0
1694.214132,0.21502621,2497.455777,Unemployed,0
3986.940213,0.124985297,2485.333098,Self-Employed,0
1628.766959,0.062262712,871.8486725,Employed,0
3448.333857,0.077326267,1298.804954,Unemployed,0
5092.4274,0.524231628,3262.464327,Unemployed,0
1868.064688,0.215613932,1704.490218,Self-Employed,0
2590.419093,0.26818387,4202.170194,Employed,0
2608.595572,0.376352045,1357.324189,Self-Employed,0
2579.119186,0.261299416,2508.294423,Employed,0
1747.116539,0.76361318,1830.087782,Self-Employed,0
2226.148098,0.422716795,2138.665102,Self-Employed,0
2770.136977,0.334176625,1770.989103,Self-Employed,0
3258.667703,0.272084546,3115.781968,Employed,0
2628.789604,0.009950358,1952.047461,Employed,0
4258.668778,0.050545562,3850.492873,Employed,0
5034.807449,0.54211032,2299.36541,Employed,0
5341.082379,0.076913054,3287.474422,Self-Employed,0
2605.0148,0.686006674,3500.066823,Self-Employed,0
2908.956702,0.162663669,1981.233467,Employed,0
4288.297877,0.13286644,2381.996498,Self-Employed,0
4106.393211,0.516604507,3185.819143,Employed,0
3194.726408,0.55682474,2119.609423,Unemployed,0
2249.823733,0.598399689,2695.77831,Employed,0
3788.652734,0.583322133,2503.500352,Employed,0
4556.730972,0.922129041,2034.025771,Self-Employed,0
2102.585437,0.399767845,1837.004698,Unemployed,0
4564.297713,0.781431459,2668.220433,Unemployed,0
4971.179634,0.29112482,3255.150064,Employed,0
3394.707978,0.472009301,2641.608197,Employed,0
3783.299523,0.56050185,1686.463243,Employed,0
3835.140331,0.533744514,1220.543025,Self-Employed,0
2621.709077,0.163535063,1853.517212,Employed,0
2984.054833,0.175607421,1494.083413,Employed,0
1997.911963,0.475785616,3195.144443,Employed,0
6648.223321,0.297464687,3176.551611,Self-Employed,0
4831.451893,0.166248627,2401.742772,Unemployed,0
5246.839748,0.532439489,3203.882308,Unemployed,0
2701.249675,0.010499993,1951.526384,Employed,0
3783.595598,0.846807488,1944.62324,Self-Employed,0
5228.616648,1.031647914,2474.209294,Employed,0
3343.80978,0.019099807,2738.468527,Employed,0
3290.232522,0.009721961,3346.6456,Employed,0
2624.389886,0.010390062,2075.018318,Employed,0
2538.036918,0.094354954,2880.616237,Employed,0
4763.718049,0.361006807,3468.974938,Employed,0
4594.054288,0.333623954,2814.15786,Employed,0
4216.234622,0.842377412,3410.297379,Employed,0
3427.622223,0.06844203,2214.562253,Employed,0
3192.105632,0.010255054,2184.581211,Employed,0
3116.170796,0.975940899,2761.017738,Employed,0
2818.551865,0.070292331,3327.79585,Employed,0
2526.398168,0.399715111,2136.269598,Self-Employed,0
4956.928087,0.08638135,2520.770796,Employed,0
2622.419038,0.164649702,2883.134249,Self-Employed,0
3444.121474,0.903498677,2982.270755,Employed,0
3290.441142,0.259653068,2740.211767,Self-Employed,0
1949.284274,0.413783517,487.0999218,Unemployed,0
3112.179188,0.105084756,828.4143264,Self-Employed,0
4224.185763,0.820829583,2779.07875,Employed,0
3517.327691,0.469303957,2723.829728,Employed,0
2942.564452,0.452148006,1928.183718,Self-Employed,0
4575.79694,0.558486501,2195.226337,Employed,0
4635.742279,0.171962933,1778.113288,Employed,0
3422.102978,0.274052228,2638.744576,Self-Employed,0
4860.748251,0.304476432,3367.564204,Employed,0
2474.931187,0.37458548,1887.634176,Employed,0
4327.356219,0.75366773,2992.724305,Employed,0
2832.392928,0.921976245,3393.021438,Employed,0
4360.11747,0.462253559,2286.370769,Self-Employed,0
1596.820113,0.240770341,2873.233751,Employed,0
2393.116891,0.07814401,1556.856436,Employed,0
3956.081441,0.176510218,2154.971505,Self-Employed,0
2938.052043,0.258049971,1279.969658,Unemployed,0
3074.538706,0.902722829,4306.405505,Employed,0
3508.608702,0.191437944,1815.250585,Employed,0
4348.305559,0.387250641,2235.906608,Self-Employed,0
5171.318876,0.049418666,3043.027778,Employed,0
2336.749914,0.078323552,1547.276306,Employed,0
4362.249038,0.048222312,3651.819178,Employed,0
5436.562053,0.127113842,1929.224941,Self-Employed,0
3445.089754,0.182105134,1712.100859,Employed,0
2049.213683,0.509536705,2993.395005,Employed,0
4336.564794,0.823673961,3416.322073,Employed,0
4436.79479,0.603027402,3514.311143,Employed,0
2379.374743,0.901629724,2016.126272,Unemployed,0
2313.520808,0.412115683,2124.037816,Employed,0
1923.838851,0.429235019,514.0645953,Unemployed,0
4362.387113,0.145969138,2870.165849,Unemployed,0
5153.265978,0.232940075,1981.621402,Employed,0
2679.344329,0.782311901,3472.321644,Unemployed,0
1739.327737,0.287208332,2247.517923,Self-Employed,0
1587.312028,0.274707678,2515.496384,Unemployed,0
4844.964061,0.281551406,1911.775293,Unemployed,0
3968.033437,0.343140281,2081.414879,Employed,0
2705.985883,0.171447159,1944.722978,Employed,0
4555.75167,0.020308868,2832.642443,Employed,0
4317.976258,0.067755017,2173.680128,Unemployed,0
2917.271333,0.246487574,1643.914283,Employed,0
4065.932268,0.568078727,3189.821168,Employed,0
2402.622063,0.156033378,2631.257745,Employed,0
3476.631365,0.922599018,2581.544715,Unemployed,0
1659.384431,0.340492524,2846.7359,Employed,0
2045.761319,0.640178752,2794.287838,Employed,0
1644.159004,0.430273506,820.1636268,Unemployed,0
4633.746114,0.209115854,1934.231288,Unemployed,0
1763.826413,0.199553004,1700.203099,Self-Employed,0
3792.643914,0.29052603,2704.80638,Unemployed,0
3912.936807,0.136076447,2422.611178,Self-Employed,0
4191.246216,0.553553176,1948.517513,Employed,0
3498.378618,0.302754291,2662.701661,Unemployed,0
3313.022449,0.550101798,1100.940753,Self-Employed,0
2718.8473,0.407382765,2659.846353,Employed,0
2205.914003,0.382629401,1879.660065,Unemployed,0
3446.315254,0.070858782,2373.920216,Employed,0
2033.720172,0.574804508,1474.286708,Employed,0
2614.275591,0.124313081,1792.198111,Employed,0
2701.170162,0.877476741,2482.610432,Employed,0
2519.384272,0.010319485,1493.891381,Unemployed,0
3364.041759,0.876903529,3067.118916,Employed,0
4335.781868,0.247381437,2484.53175,Employed,0
4520.793898,0.526571246,2767.346457,Unemployed,0
3755.059965,0.523089341,2400.03568,Employed,0
4442.253838,0.230995677,2167.514419,Employed,0
4149.371933,0.812713651,3523.016848,Employed,0
2733.294386,0.839112421,3365.627448,Unemployed,0
1894.082424,0.146398297,2117.894641,Self-Employed,0
2322.210809,0.410094609,2053.263733,Self-Employed,0
1748.76684,0.093405131,2511.155054,Employed,0
3232.845918,0.989087505,1233.141473,Employed,0
4346.331938,0.02075114,2689.068725,Employed,0
1923.180784,0.47827327,572.3334871,Employed,0
3883.318289,0.113443661,2715.834644,Employed,0
2577.474298,0.123674516,1776.01783,Employed,0
5717.214903,0.165656799,3114.672345,Employed,0
3983.962818,0.071872599,2334.752642,Employed,0
5125.991086,0.713854677,3265.187627,Self-Employed,0
2610.323301,0.124926509,1843.710198,Employed,0
2919.220399,0.11393453,1191.914268,Employed,0
3854.077521,0.365496313,2463.476417,Employed,0
4410.321978,0.505587861,2808.668338,Unemployed,0
2375.200097,0.082828757,1626.613394,Employed,0
3834.545919,0.205282672,2227.188563,Employed,0
3108.790601,0.106575813,816.4247204,Self-Employed,0
1937.692095,0.272109043,3020.227511,Self-Employed,0
4085.809447,0.228482856,3705.033497,Employed,0
5264.697477,0.128582004,1938.53513,Self-Employed,0
2007.288404,0.730021515,2149.179384,Employed,0
3356.342901,0.504332609,2678.459539,Employed,0
3362.629056,0.263507528,2669.455023,Self-Employed,0
3777.983739,0.522019182,2229.75003,Employed,0
3558.926442,0.061741367,1570.37295,Self-Employed,0
4102.221605,0.501306886,3429.442628,Employed,0
2045.671345,0.14454462,2209.090383,Self-Employed,0
3643.691714,0.502095692,2871.450901,Employed,0
2770.972651,0.842181703,3826.219612,Employed,0
1695.846898,0.248395078,2691.642402,Employed,0
1673.929355,0.717390088,885.38217,Unemployed,0
2499.862733,0.597382544,3786.157149,Employed,0
4858.421643,0.251107108,2257.523957,Unemployed,0
2436.246686,0.255073418,2555.384637,Employed,0
5397.088656,0.132563292,1911.026375,Self-Employed,0
2461.388542,0.093575356,2940.27685,Employed,0
5298.323815,0.172821164,2555.739465,Employed,0
1631.664687,0.290547033,2564.256248,Unemployed,0
1824.539048,0.201444819,1788.180481,Self-Employed,0
3643.900634,0.050615576,1876.779158,Employed,0
